"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30226","test","chromium","Sun Feb 16 14:10:04 IST 2025","broken","Sun Feb 16 14:10:34 IST 2025","","Record.spec.ts","",""
